brand,model,color,registration_date,year,price,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
mitsubishi,Mitsubishi Eclipse Cross,red,12/2022,2022,32800,138.0,188,Automatic,Hybrid,61 km (Ort),61.0,31.0,Plug-in Hybrid PLUS Aktion Nimm 8
mitsubishi,Mitsubishi Eclipse Cross,red,06/2022,2022,39590,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,3800.0,Plug-in Hybrid Select Black 4WD
mitsubishi,Mitsubishi Eclipse Cross,red,11/2022,2022,41990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,4.0,Pl-in Hyb TOP 2.4 4WDLeder schwarz
mitsubishi,Mitsubishi Eclipse Cross,black,12/2022,2022,34990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,15.0,Plug-in Hybrid PLUS 2.4 MIVEC 4WD
mitsubishi,Mitsubishi Eclipse Cross,silver,12/2022,2022,36990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,silver,12/2022,2022,37490,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,15.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,white,12/2022,2022,36790,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,white,12/2022,2022,35190,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,20.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,white,12/2022,2022,35490,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,50.0,PHEV 2.4 Select MIVEC 4WD
mitsubishi,Mitsubishi Eclipse Cross,blue,02/2023,2023,39990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,grey,02/2023,2023,13450,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,20.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,red,04/2023,2023,37400,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,2000.0,PHEV PLUS mit Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,black,02/2023,2023,37990,72.0,98,Automatic,Other,55 km (Ort),45.0,10000.0,Plug-In Hybrid 4WD Top mit Schiebedach - lieferbar
mitsubishi,Mitsubishi Eclipse Cross,silver,02/2023,2023,39990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,white,03/2023,2023,37990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,1000.0,PHEV ´´Bauer Limited Edition´´ 4WD
mitsubishi,Mitsubishi Eclipse Cross,white,03/2023,2023,37900,138.0,188,Automatic,Hybrid,61 km (Ort),61.0,5.0,Plug-in Hybrid PLUS Select
nissan,Nissan NV200,white,12/2017,2017,15950,75.0,102,Automatic,Electric,120 km (Ort),120.0,37000.0,"1,5 dCi AHK KLIMA RADIO BLUETOOTH USB"
nissan,Nissan Leaf,grey,12/2018,2018,21700,110.0,150,Automatic,Electric,389 km (Ort),389.0,19700.0,N-Connecta 150 40 KWh Navi PDC 360 Kamera
nissan,Nissan Leaf,black,07/2018,2018,19950,110.0,150,Automatic,Electric,389 km (Ort),270.0,35000.0,40 kWh TEKNA
nissan,Nissan Leaf,red,03/2019,2019,20890,110.0,150,Automatic,Electric,389 km (Ort),270.0,79108.0,40 kWh TEKNA
nissan,Nissan Leaf,black,08/2019,2019,23900,110.0,150,Automatic,Electric,389 km (Ort),270.0,26037.0,40 kWh N-Connecta
nissan,Nissan Leaf,black,10/2019,2019,23990,110.0,150,Automatic,Electric,389 km (Ort),270.0,33000.0,Acenta (ZE1)
nissan,Nissan NV200,black,01/2019,2019,20990,80.0,109,Automatic,Electric,301 km (Ort),200.0,27135.0,e-NV200 Comfort
nissan,Nissan Leaf,white,04/2019,2019,21450,110.0,150,Automatic,Electric,300 km (Ort),250.0,32840.0,40 kWh TEKNA
nissan,Nissan Leaf,blue,11/2020,2020,25900,160.0,218,Automatic,Electric,528 km (Ort),385.0,27200.0,62 kWh e+ N-Connecta Winter/Zweifarbenlack.
nissan,Nissan NV200,red,03/2020,2020,24450,80.0,109,Automatic,Electric,301 km (Ort),200.0,24200.0,Comfort Trennwand ohne Fenster Klimaautomatik
nissan,Nissan Leaf,black,08/2020,2020,24800,110.0,150,Automatic,Electric,389 km (Ort),270.0,28000.0,40 kWh Tekna
nissan,Nissan NV200,white,03/2020,2020,27900,80.0,109,Automatic,Electric,301 km (Ort),200.0,8800.0,e-NV200 Premium Navi/Kamera
nissan,Nissan Leaf,white,12/2020,2020,20900,110.0,150,Automatic,Electric,389 km (Ort),270.0,20349.0,40 kWh Visia
nissan,Nissan Leaf,grey,12/2021,2021,25888,110.0,150,Automatic,Electric,389 km (Ort),270.0,2000.0,40 kWh ACENTA LADEKA. NAVI KLIMA ISOFIX WINTER-Pkt
nissan,Nissan Leaf,black,08/2021,2021,23900,110.0,150,Automatic,Electric,389 km (Ort),270.0,12200.0,40 kWh Acenta Winter-Paket
nissan,Nissan,bronze,10/2022,2022,56900,178.0,242,Automatic,Electric,533 km (Ort),533.0,990.0,Ariya 87KW Evolve Pack Vollausstattung
nissan,Nissan Leaf,black,08/2022,2022,25900,110.0,150,Automatic,Electric,310 km (Ort),285.0,1964.0,40 kWh Tekna Bose Premium
nissan,Nissan Leaf,black,12/2022,2022,33390,110.0,150,Automatic,Electric,389 km (Ort),270.0,10.0,Leaf MY21 40 kWh N-Connecta NAVI WINTER-PKT LED
nissan,Nissan Leaf,black,12/2022,2022,16990,110.0,150,Automatic,Electric,389 km (Ort),270.0,10.0,40 kWh N-Connecta NAVI KLIMAAUTO R-KAM SHZ LED
nissan,Nissan Leaf,white,05/2022,2022,34900,160.0,218,Automatic,Electric,528 km (Ort),385.0,7020.0,59 kWh e+ Tekna - BOSE - Full LED - Regnsensor
nissan,Nissan Leaf,white,12/2022,2022,29390,110.0,150,Automatic,Electric,389 km (Ort),270.0,10.0,MY21 40 kWh N-Connecta*LED*WINTERPACKET
nissan,Nissan Townstar,white,12/2022,2022,31588,90.0,122,Automatic,Electric,450 km (Ort),304.0,10.0,e-Townstar L1 N-Connecta NAVI KLIMAAUT. R-KAMERA
nissan,Nissan Ariya,grey,03/2023,2023,47599,160.0,218,Automatic,Electric,523 km (Ort),385.0,10.0,Ariya 63 kWh NAVI APPLE-CARPLAY SITZHEIZUNG R-KAM
nissan,Nissan Leaf,white,04/2023,2023,35890,160.0,218,Automatic,Electric,573 km (Ort),396.0,50.0,e+ Tekna+62KWh+KEINE BAFA+SOFORT+360°+LEDER  BC
nissan,Nissan Ariya,white,03/2023,2023,52988,178.0,242,Automatic,Electric,531 km (Ort),531.0,10.0,87 kWh Evolve Pack PANODACH NAVI SITZHEIZUNG BOSE
nissan,Nissan Townstar,white,02/2023,2023,36299,90.0,122,Automatic,Electric,450 km (Ort),301.0,10.0,e-Townstar L1 MY22
opel,Opel Grandland X,black,07/2020,2020,27700,221.0,300,Automatic,Hybrid,57 km (Ort),59.0,25500.0,Allrad Hybrid 1.6Turbo Ultimate Vollleder RFK NAVI
opel,Opel Corsa-e,blue,12/2021,2021,26900,100.0,136,Automatic,Electric,337 km (Ort),337.0,11800.0,Elegance
opel,Opel Grandland X,blue,02/2021,2021,29990,221.0,300,Automatic,Hybrid,57 km (Ort),57.0,26880.0,Plug-in-Hybrid 4*4 1.6 DI Start/Stop Aut Ultimate
opel,Opel Corsa-e,grey,04/2021,2021,22900,100.0,136,Automatic,Electric,330 km (Ort),330.0,30789.0,Elegance
opel,Opel Grandland,blue,12/2022,2022,46965,221.0,300,Automatic,Hybrid,73 km (Ort),63.0,5000.0,"Ultimate Plug-in-Hybrid4,AHK, Navi,LED-Pixel-Licht"
opel,Opel Astra,blue,12/2022,2022,37990,133.0,181,Automatic,Hybrid,76 km (Ort),67.0,4800.0,Hybrid Ultimate LED-Pixel-Licht HUD GSD Navi ACC
opel,Opel Mokka-E,blue,12/2022,2022,34980,100.0,136,Automatic,Electric,496 km (Ort),338.0,5000.0,GS NAVI MATRIX RKAM
opel,Opel Astra,blue,09/2022,2022,35400,133.0,181,Automatic,Other,70 km (Ort),59.0,8500.0,Astra Elegance Hybrid-Navi/Sitzheiz./Intelli-Drive
opel,Opel Astra,blue,12/2022,2022,34990,133.0,181,Automatic,Hybrid,74 km (Ort),66.0,6000.0,Plug-In-Hybrid GS
opel,Opel Grandland,blue,06/2022,2022,43490,221.0,300,Automatic,Hybrid,62 km (Ort),57.0,9458.0,Plug-in-Hybrid4 1.6 DI Automatik Ultimate
opel,Opel Astra,yellow,12/2022,2022,33605,133.0,181,Automatic,Hybrid,74 km (Ort),66.0,8000.0,Plug-In-Hybrid Elegance (L)
opel,Opel Mokka,grey,12/2022,2022,30965,100.0,136,Automatic,Electric,344 km (Ort),330.0,5000.0,"-e Elegance, Rückfahrkamera, Allwetterreifen"
opel,Opel Mokka-E,grey,12/2022,2022,29950,100.0,136,Automatic,Electric,496 km (Ort),338.0,3500.0,Elegance (B/B)
opel,Opel Mokka-E,green,12/2022,2022,32850,100.0,136,Automatic,Electric,496 km (Ort),338.0,100.0,Ultimate
opel,Opel Grandland,red,12/2022,2022,44965,221.0,300,Automatic,Hybrid,74 km (Ort),64.0,5000.0,"Ultimate Plug-in-Hybrid 4, Navi, 360°-Kamera"
opel,Opel Mokka-E,red,12/2022,2022,32990,100.0,136,Automatic,Electric,496 km (Ort),338.0,2500.0,GS
opel,Opel Mokka-E,black,12/2022,2022,32990,100.0,136,Automatic,Electric,496 km (Ort),338.0,3900.0,GS
opel,Opel Astra,silver,05/2022,2022,38750,165.0,224,Automatic,Other,74 km (Ort),66.0,11300.0,Plug-In-Hybrid GSe +SUPER AUSSTATTUNG+FÖRDERUNG
opel,Opel Grandland,silver,11/2022,2022,39999,165.0,224,Automatic,Hybrid,70 km (Ort),54.0,4000.0,Plug-in-Hybrid 1.6 DI Automatik Business Edition
opel,Opel Mokka-E,silver,10/2022,2022,33410,100.0,136,Automatic,Electric,496 km (Ort),338.0,2950.0,Elegance
opel,Opel Astra,white,12/2022,2022,33950,133.0,181,Automatic,Hybrid,74 km (Ort),66.0,5700.0,Plug-In-Hybrid GS Line
opel,Opel Grandland,white,12/2022,2022,49450,221.0,300,Automatic,Hybrid,80 km (Ort),65.0,8000.0,Plug-in-Hybrid 1.6 DI Automatik GSe
opel,Opel Grandland,white,12/2022,2022,48850,221.0,300,Automatic,Hybrid,80 km (Ort),65.0,250.0,Plug-in-Hybrid 1.6 DI Automatik GSe
opel,Opel Astra,blue,06/2023,2023,46990,133.0,181,Automatic,Hybrid,74 km (Ort),66.0,15.0,Plug-In-Hybrid Ultimate (L)
opel,Opel Mokka-E,blue,02/2023,2023,35860,100.0,136,Automatic,Electric,496 km (Ort),338.0,5000.0,Ultimate
opel,Opel Astra,red,04/2023,2023,32990,133.0,181,Automatic,Hybrid,70 km (Ort),66.0,5000.0,Plug-In-Hybrid Edition
opel,Opel Mokka-E,red,02/2023,2023,34490,100.0,136,Automatic,Electric,496 km (Ort),338.0,10.0,Elegance
opel,Opel Vivaro-e,white,05/2023,2023,37910,100.0,136,Automatic,Electric,328 km (Ort),229.0,10.0,M (50-kWh) SOFORT VERFÜGBAR | BAFA Prämie
opel,Opel Astra,white,05/2023,2023,46990,165.0,224,Automatic,Hybrid,74 km (Ort),66.0,1500.0,Plug-In-Hybrid GSe
opel,Opel Astra,white,04/2023,2023,43650,165.0,224,Automatic,Hybrid,73 km (Ort),64.0,250.0,Plug-In-Hybrid GSe  Navi HeadUp 360° Kamera
peugeot,Peugeot 3008,blue,11/2022,2022,49990,220.0,299,Automatic,Hybrid,80 km (Ort),65.0,4000.0,Hybrid4 300 e-EAT8 GT
peugeot,Peugeot 3008,blue,12/2022,2022,47990,165.0,224,Automatic,Hybrid,69 km (Ort),60.0,50.0,Hybrid 225 e-EAT8 GT Pack
peugeot,Peugeot 3008,grey,12/2022,2022,58990,220.0,299,Automatic,Hybrid,71 km (Ort),62.0,10.0,Hybrid4 300 e-EAT8 GT Pack (M)
peugeot,Peugeot 208,red,11/2022,2022,34990,100.0,136,Automatic,Electric,472 km (Ort),350.0,15.0,Elektromotor 136 GT
peugeot,Peugeot 3008,red,11/2022,2022,55990,220.0,299,Automatic,Hybrid,80 km (Ort),65.0,1000.0,GT-Pack Hybrid4 300 e-EAT8 VOLLAUSTATTUNG
peugeot,Peugeot 2008,black,12/2022,2022,32990,100.0,136,Automatic,Electric,460 km (Ort),331.0,2560.0,Elektro GT
peugeot,Peugeot 2008,black,10/2022,2022,27980,100.0,136,Automatic,Electric,350 km (Ort),350.0,3780.0,2008 Elektro Allure Pack Navi SHz
peugeot,Peugeot 208,black,12/2022,2022,25300,100.0,136,Automatic,Electric,491 km (Ort),350.0,1500.0,Elektromotor 136 Active Pack (U)
peugeot,Peugeot 208,black,09/2022,2022,31850,100.0,136,Automatic,Electric,493 km (Ort),350.0,2850.0,Elektromotor 136 GT
peugeot,Peugeot 308,white,12/2022,2022,34100,133.0,181,Automatic,Hybrid,74 km (Ort),65.0,3400.0,Hybrid 180 e-EAT8 GT (F)
peugeot,Peugeot 2008,white,07/2022,2022,29990,100.0,136,Automatic,Electric,460 km (Ort),330.0,10330.0,Elektro Allure Pack
peugeot,Peugeot 2008,white,12/2022,2022,35490,100.0,136,Automatic,Electric,460 km (Ort),330.0,10.0,(e-) GT
peugeot,Peugeot 408,blue,03/2023,2023,48485,165.0,224,Automatic,Hybrid,68 km (Ort),62.0,3000.0,Plug-In Hybrid 225 e-EAT8 GT (F)
peugeot,Peugeot,blue,03/2023,2023,39989,100.0,136,Unknown,Electric,331 km (Ort),341.0,10.0,e-2008 Elektromotor 136 GT*ACC*DAB+*CONNECT*LED*
peugeot,Peugeot 408,blue,02/2023,2023,36250,165.0,224,Automatic,Hybrid,68 km (Ort),62.0,500.0,Hybrid 225 e-EAT8 GT (F)
peugeot,Peugeot 3008,blue,02/2023,2023,51350,165.0,224,Automatic,Hybrid,69 km (Ort),60.0,7000.0,Hybrid 225 e-EAT8 GT Pack (M)
peugeot,Peugeot 208,grey,03/2023,2023,35490,100.0,136,Automatic,Electric,350 km (Ort),362.0,10.0,Elektromotor 136 GT*DAB+*CONNECT*FULLLED*
peugeot,Peugeot 408,grey,03/2023,2023,49990,165.0,224,Automatic,Hybrid,68 km (Ort),62.0,4500.0,Hybrid 225 e-EAT8 GT
peugeot,Peugeot 408,grey,03/2023,2023,53850,165.0,224,Automatic,Hybrid,68 km (Ort),62.0,150.0,Hybrid 225 e-EAT8 GT (F)
peugeot,Peugeot 408,grey,02/2023,2023,49950,165.0,224,Automatic,Hybrid,68 km (Ort),62.0,4000.0,Hybrid 225 e-EAT8 GT
peugeot,Peugeot 308,green,02/2023,2023,44290,165.0,224,Automatic,Hybrid,69 km (Ort),62.0,150.0,Hybrid 225 e-EAT8 GT
peugeot,Peugeot 308,green,02/2023,2023,34990,133.0,181,Automatic,Hybrid,67 km (Ort),64.0,100.0,SW Hybrid 180 e-EAT8 Active Pack
peugeot,Peugeot 2008,red,02/2023,2023,34990,100.0,136,Automatic,Electric,460 km (Ort),331.0,3000.0,Elektro Allure Pack
peugeot,Peugeot 2008,white,02/2023,2023,35350,100.0,136,Automatic,Electric,460 km (Ort),331.0,150.0,Elektro Allure (U)
peugeot,Peugeot 3008,white,03/2023,2023,49850,165.0,224,Automatic,Hybrid,69 km (Ort),60.0,150.0,Hybrid 225 e-EAT8 GT Pack (M)
peugeot,Peugeot 2008,orange,03/2023,2023,35985,100.0,136,Automatic,Electric,460 km (Ort),331.0,3500.0,Elektro GT (U)
porsche,Porsche Taycan,blue,03/2022,2022,93900,350.0,476,Automatic,Electric,484 km (Ort),385.0,13058.0,Performance Plus Wärmepumpe Luftfederung
porsche,Porsche Taycan,grey,12/2022,2022,124850,420.0,571,Automatic,Electric,554 km (Ort),443.0,12700.0,"Cross Turismo 4S Pano/4+1/Inno/21""/*voll* Navi"
renault,Renault ZOE,white,12/2018,2018,11900,80.0,109,Automatic,Electric,300 km (Ort),280.0,42000.0,ZOE (Mietbatterie) 41 kwh Life mit LIMITED Paket
renault,Renault ZOE,white,12/2018,2018,13500,80.0,109,Automatic,Electric,308 km (Ort),405.0,41000.0,ZOE (Mietbatterie) 41 kwh Life mit BOSE EDITION P
renault,Renault ZOE,blue,12/2019,2019,15450,68.0,92,Automatic,Electric,316 km (Ort),200.0,15750.0,(ohne Batterie) 41 kwh Life
renault,Renault ZOE,grey,04/2019,2019,20997,68.0,92,Automatic,Electric,316 km (Ort),200.0,19500.0,(ohne Batterie) 41 kwh Life
renault,Renault ZOE,red,03/2019,2019,14190,80.0,109,Automatic,Electric,316 km (Ort),200.0,36800.0,Batteriemiete 41 kwh Life mit LIMITED Paket
renault,Renault ZOE,red,03/2019,2019,13990,80.0,109,Automatic,Electric,316 km (Ort),200.0,36800.0,Batteriemiete 41 kwh Life mit LIMITED Paket
renault,Renault ZOE,red,07/2019,2019,17990,80.0,109,Automatic,Electric,316 km (Ort),200.0,43478.0,(mit Batterie) 41 kwh Life mit LIMITED
renault,Renault ZOE,violet,03/2019,2019,14990,80.0,109,Automatic,Electric,316 km (Ort),200.0,30580.0,(ohne Batterie) 41 kwh Life + LIMITED Paket
renault,Renault ZOE,white,08/2019,2019,11790,65.0,88,Automatic,Electric,168 km (Ort),110.0,19000.0,(ohne Batterie) 22 kwh Life
renault,Renault ZOE,grey,07/2020,2020,20449,80.0,109,Automatic,Electric,395 km (Ort),240.0,31550.0,Z.E. 50 LIFE inkl. Batterie
renault,Renault ZOE,grey,06/2020,2020,17850,80.0,109,Automatic,Electric,395 km (Ort),240.0,22990.0,(ohne Batterie) Z.E. 50 EXPERIENCE
renault,Renault ZOE,grey,01/2020,2020,16890,100.0,136,Automatic,Electric,386 km (Ort),240.0,25500.0,(ohne Batterie) Z.E. 50 INTENS
renault,Renault ZOE,grey,06/2020,2020,13990,80.0,109,Automatic,Electric,316 km (Ort),200.0,32070.0,(Miet-Batterie) Z.E. 40 LIFE
renault,Renault ZOE,black,12/2020,2020,21990,100.0,136,Automatic,Electric,386 km (Ort),240.0,40093.0,(mit Batterie) Z.E. 50 INTENS
renault,Renault ZOE,black,05/2020,2020,15790,100.0,136,Automatic,Electric,386 km (Ort),240.0,47000.0,(ohne Batterie) Z.E. 50 INTENS
renault,Renault ZOE,black,04/2020,2020,26990,80.0,109,Automatic,Electric,395 km (Ort),240.0,30193.0,Batteriemiete Z.E. 50 EXPERIENCE
renault,Renault Twizy,black,12/2020,2020,13290,8.0,11,Automatic,Electric,70 km (Ort),65.0,7250.0,Life /  Inkl. Scheiben
renault,Renault ZOE,white,09/2020,2020,14190,80.0,109,Automatic,Electric,316 km (Ort),200.0,24700.0,V Zen
renault,Renault ZOE,white,01/2020,2020,13990,80.0,109,Automatic,Electric,395 km (Ort),240.0,43000.0,(ohne Batterie) Z.E. 50 EXPERIENCE
renault,Renault ZOE,white,08/2020,2020,24499,100.0,136,Automatic,Electric,400 km (Ort),400.0,34000.0,(Kaufbatterie) Z.E. 50 INTENS BOSE
renault,Renault Twingo,orange,12/2020,2020,21000,60.0,82,Automatic,Electric,270 km (Ort),190.0,8200.0,Electric VIBES
renault,Renault Captur,blue,02/2021,2021,24990,116.0,158,Automatic,Hybrid,60 km (Ort),50.0,31500.0,E-TECH PLUG-in 160 INTENS
renault,Renault Captur,blue,02/2021,2021,25190,116.0,158,Automatic,Hybrid,60 km (Ort),50.0,31500.0,E-TECH PLUG-in 160 INTENS
renault,Renault Twizy,blue,09/2021,2021,8999,4.0,5,Automatic,Electric,100 km (Ort),100.0,49.0,(mit MIETBATTERIE) Life  45km/h AIRBAG
renault,Renault Megane,grey,03/2021,2021,24980,67.0,91,Automatic,Hybrid,61 km (Ort),50.0,7892.0,Grandtour 1.6 E-TECH Plug-in Hybrid Intens
renault,Renault ZOE,grey,10/2021,2021,25490,80.0,109,Automatic,Electric,395 km (Ort),240.0,13600.0,inkl. Batterie ZE50 EXPERIENCE*Allwetter*CCS*SHZ
renault,Renault ZOE,red,03/2021,2021,29850,80.0,109,Automatic,Electric,395 km (Ort),240.0,1850.0,(mit Batterie) Z.E. 50 EXPERIENCE
renault,Renault Twingo,red,07/2021,2021,21990,60.0,82,Automatic,Electric,270 km (Ort),190.0,4700.0,Electric ZEN
renault,Renault ZOE,black,11/2021,2021,17900,100.0,136,Automatic,Electric,477 km (Ort),352.0,12669.0,(ohne Batterie) Z.E. 50 EXPERIENCE Navi LED
renault,Renault ZOE,black,04/2021,2021,23990,100.0,136,Automatic,Electric,386 km (Ort),240.0,11652.0,Z.E. 50 EXPERIENCE inkl. Batterie
renault,Renault ZOE,black,12/2021,2021,26900,100.0,136,Automatic,Electric,386 km (Ort),240.0,16900.0,(mit Batterie) Z.E. 50 INTENS
renault,Renault ZOE,silver,07/2021,2021,30990,100.0,136,Automatic,Electric,386 km (Ort),240.0,11241.0,(mit Batterie) Z.E. 50 INTENS
renault,Renault Twingo,white,06/2021,2021,21444,60.0,82,Automatic,Electric,270 km (Ort),190.0,43000.0,Electric ZEN
renault,Renault Twingo,white,06/2021,2021,15990,60.0,82,Automatic,Electric,270 km (Ort),190.0,6500.0,Electric ZEN
renault,Renault Twingo,orange,02/2021,2021,14900,60.0,82,Automatic,Electric,270 km (Ort),190.0,30500.0,Electric VIBES
renault,Renault ZOE,blue,11/2022,2022,24880,100.0,136,Automatic,Electric,386 km (Ort),240.0,4000.0,EV50 135hp Iconic
renault,Renault Megane E-Tech,grey,06/2022,2022,43690,160.0,218,Automatic,Electric,450 km (Ort),450.0,6200.0,EV60 220hp optimum charge Techno
renault,Renault Megane E-Tech,white,12/2022,2022,41990,160.0,218,Automatic,Electric,529 km (Ort),429.0,50.0,Iconic EV60 220hp  Leder Google-System Kamera LED
renault,Renault ZOE,white,06/2022,2022,15444,80.0,109,Automatic,Electric,450 km (Ort),350.0,15000.0,ZOE EV 50 110hp Equilibre
renault,Renault ZOE,white,01/2022,2022,27980,100.0,136,Automatic,Electric,386 km (Ort),240.0,5000.0,(mit Batterie) Z.E. 50 EXPERIENCE
renault,Renault Megane,grey,03/2023,2023,47500,160.0,218,Automatic,Electric,433 km (Ort),433.0,1000.0,E-Tech 100%elektrisch EV60 220hp optimum charge
skoda,Skoda Citigo,black,11/2020,2020,20099,61.0,83,Automatic,Electric,353 km (Ort),254.0,2450.0,E IV Style **SOFORT VERFÜGBAR** SITZHEIZUNG PDC
skoda,Skoda Octavia,black,11/2020,2020,34980,150.0,204,Automatic,Hybrid,74 km (Ort),66.0,60440.0,Combi 1.4 TSI iV DSG First Edition
skoda,Skoda Octavia,black,12/2020,2020,33990,150.0,204,Automatic,Hybrid,74 km (Ort),66.0,16500.0,Combi 1.4 TSI iV DSG First Edition
skoda,Skoda Superb,gold,10/2020,2020,36990,160.0,218,Automatic,Hybrid,56 km (Ort),52.0,71000.0,Combi 1.4 TSI iV DSG Sportline
skoda,Skoda Enyaq,blue,11/2021,2021,30900,109.0,148,Automatic,Electric,450 km (Ort),350.0,20000.0,Enyaq iV 50
skoda,Skoda Enyaq,blue,09/2021,2021,44700,150.0,204,Automatic,Electric,636 km (Ort),499.0,43500.0,iV 80 Pano Matrix kam360 Eco/Normal/Sport
skoda,Skoda Enyaq,grey,06/2021,2021,29750,109.0,148,Automatic,Electric,471 km (Ort),352.0,36500.0,iV 50
skoda,Skoda Citigo,red,02/2021,2021,29590,61.0,83,Automatic,Electric,300 km (Ort),260.0,23000.0,CITIGOe iV Style
skoda,Skoda Superb,black,10/2021,2021,38990,115.0,156,Automatic,Hybrid,45 km (Ort),35.0,33000.0,Superb Combi 1.4 TSI iV DSG Sportline
skoda,Skoda Enyaq,black,09/2021,2021,45980,150.0,204,Automatic,Electric,636 km (Ort),499.0,25000.0,iV 80
skoda,Skoda,silver,07/2021,2021,35880,132.0,179,Automatic,Electric,493 km (Ort),394.0,46580.0,Enyaq iV 60
skoda,Skoda Enyaq,silver,05/2021,2021,43990,150.0,204,Automatic,Electric,636 km (Ort),499.0,46490.0,Enyaq iV 80
skoda,Skoda Enyaq,white,05/2021,2021,49000,150.0,204,Automatic,Electric,636 km (Ort),499.0,29000.0,iV 80
skoda,Skoda Enyaq,grey,12/2022,2022,55980,220.0,299,Automatic,Electric,616 km (Ort),514.0,2000.0,"RS Lounge iV Coupé, AZV, IPA, HuD"
skoda,Skoda Enyaq,grey,12/2022,2022,49900,150.0,204,Automatic,Electric,500 km (Ort),524.0,800.0,Enyaq iV 80
skoda,Skoda Enyaq,black,06/2022,2022,50500,195.0,265,Automatic,Electric,610 km (Ort),492.0,7408.0,iV 80x
skoda,Skoda Enyaq,white,12/2022,2022,43450,132.0,179,Automatic,Electric,481 km (Ort),375.0,1000.0,iV 60
skoda,Skoda Enyaq,white,10/2022,2022,39100,132.0,179,Automatic,Electric,481 km (Ort),375.0,8189.0,iV 60
skoda,Skoda,blue,05/2023,2023,36990,132.0,179,Automatic,Electric,481 km (Ort),375.0,500.0,Enyaq iV 60
